Team,POS,Player,Salary,ELIG,Total FPTS,Active FPTS
"ROCK STARS",/,"Rock Stars",Eagles DST • PHI,3,,
"ROCK STARS",/,"Rock Stars",Jay Feely K •,1,,
"ROCK STARS",/,"Rock Stars",Antonio Gates TE •,38,,
"ROCK STARS",/,"Rock Stars",Larry Fitzgerald WR •,69,,
"ROCK STARS",/,"Rock Stars",DeSean Jackson WR •,43,,
"ROCK STARS",/,"Rock Stars",Arian Foster RB •,20,,
"ROCK STARS",/,"Rock Stars",Maurice Jones-Drew RB •,88,,
"ROCK STARS",/,"Rock Stars",Joe Flacco QB • CLE,9,,
"GENERALS",/,"Generals",Carson Palmer QB •,2,,
"GENERALS",/,"Generals",Jacoby Jones WR •,1,,
"GENERALS",/,"Generals",Joseph Addai RB •,19,,
"GENERALS",/,"Generals",Malcom Floyd WR •,8,,
"GENERALS",/,"Generals",Willis McGahee RB •,1,,
"GENERALS",/,"Generals",Anthony Dixon RB •,1,,
"GENERALS",/,"Generals",Donald Brown RB •,4,,
"GENERALS",/,"Generals",Toby Gerhart RB •,1,,
"GENERALS",/,"Generals",49ers DST • SF,1,,
"GENERALS",/,"Generals",Neil Rackers •,1,,
"GENERALS",/,"Generals",Jason Witten TE •,13,,
"GENERALS",/,"Generals",Brandon Marshall WR •,52,,
"GENERALS",/,"Generals",Mike Wallace WR •,9,,
"GENERALS",/,"Generals",Frank Gore RB •,100,,
"GENERALS",/,"Generals",Pierre Thomas RB •,41,,
"GENERALS",/,"Generals",Tony Romo QB •,39,,
"LA LOSERS",/,"LA Losers",Antonio Bryant WR •,1,,
"LA LOSERS",/,"LA Losers",Mark Sanchez QB •,1,,
"LA LOSERS",/,"LA Losers",Marshawn Lynch RB •,1,,
"LA LOSERS",/,"LA Losers",Eli Manning QB •,3,,
"LA LOSERS",/,"LA Losers",Michael Bush RB •,4,,
"LA LOSERS",/,"LA Losers",Chad Johnson •,19,,
"LA LOSERS",/,"LA Losers",Heath Miller TE •,1,,
"LA LOSERS",/,"LA Losers",Wes Welker WR •,10,,
"LA LOSERS",/,"LA Losers",Vikings DST • MIN,4,,
"LA LOSERS",/,"LA Losers",Ryan Longwell •,3,,
"LA LOSERS",/,"LA Losers",Tony Gonzalez TE •,12,,
"LA LOSERS",/,"LA Losers",Greg Jennings WR •,55,,
"LA LOSERS",/,"LA Losers",Andre Johnson WR •,76,,
"LA LOSERS",/,"LA Losers",Knowshon Moreno RB •,29,,
"LA LOSERS",/,"LA Losers",Cedric Benson •,42,,
"LA LOSERS",/,"LA Losers",Matt Schaub QB •,39,,
"POLISH POWER",/,"Polish Power",Matt Cassel QB •,1,,
"POLISH POWER",/,"Polish Power",Brandon Jacobs RB •,4,,
"POLISH POWER",/,"Polish Power",Clinton Portis RB •,9,,
"POLISH POWER",/,"Polish Power",T.J. Houshmandzadeh WR •,1,,
"POLISH POWER",/,"Polish Power",Mohamed Massaquoi WR •,1,,
"POLISH POWER",/,"Polish Power",Braylon Edwards WR •,1,,
"POLISH POWER",/,"Polish Power",Stephen Gostkowski K •,2,,
"POLISH POWER",/,"Polish Power",Vincent Jackson WR •,4,,
"POLISH POWER",/,"Polish Power",Jets DST • NYJ,3,,
"POLISH POWER",/,"Polish Power",David Akers K •,2,,
"POLISH POWER",/,"Polish Power",Vernon Davis TE •,25,,
"POLISH POWER",/,"Polish Power",Reggie Wayne WR •,71,,
"POLISH POWER",/,"Polish Power",Steve Smith WR •,36,,
"POLISH POWER",/,"Polish Power",Ronnie Brown RB •,33,,
"POLISH POWER",/,"Polish Power",Steven Jackson RB •,71,,
"POLISH POWER",/,"Polish Power",Philip Rivers QB •,36,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",C.J. Spiller RB •,9,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Devin Aromashodu WR •,1,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Donald Driver •,4,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Jerome Harrison •,7,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Donovan McNabb QB •,6,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Mike Williams WR •,3,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Darren McFadden RB •,5,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Matthew Stafford QB • LAR,1,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Packers DST • GB,5,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Nate Kaeding •,2,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Visanthe Shiancoe TE •,6,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Calvin Johnson WR •,66,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Anquan Boldin WR •,30,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Michael Turner •,81,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",DeAngelo Williams RB •,61,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Brett Favre QB •,13,,
