Team,POS,Player,Salary,ELIG,Total FPTS,Active FPTS
"HOMERS HEROES",WR,"Nico Collins WR • HOU",34,WR,83,
"HOMERS HEROES",WR,"DJ Moore WR • BUF",24,WR,70,
"HOMERS HEROES",RB,"J.K. Dobbins RB • DEN",3,RB,91,
"HOMERS HEROES",QB,"Brock Purdy QB • SF",4,QB,188,
"HOMERS HEROES",WR,"Mike Evans WR • SF",34,WR,102,
"HOMERS HEROES",WR,"Christian Kirk WR • SF",2,WR,18,
"HOMERS HEROES",TE,"Dallas Goedert TE • PHI",2,TE,29,
"HOMERS HEROES",WR,"Romeo Doubs WR • NE",3,WR,43,
"HOMERS HEROES",RB,"Aaron Jones RB • MIN",16,RB,87,
"HOMERS HEROES",K,"Justin Tucker K • BAL",2,K,132,
"HOMERS HEROES",WR,"Brandin Cooks WR • BUF",2,WR,23,
"HOMERS HEROES",WR,"Xavier Worthy WR • KC",3,WR,74,
"HOMERS HEROES",DST,"Texans DST • HOU",1,DST,98,
"ROCK STARS",WR,"Amon-Ra St. Brown WR • DET",75,WR,124,
"ROCK STARS",QB,"Patrick Mahomes QB • KC",52,QB,193,
"ROCK STARS",WR,"Puka Nacua WR • LAR",51,WR,63,
"ROCK STARS",RB,"James Cook RB • BUF",39,RB,159,
"ROCK STARS",RB,"D'Andre Swift RB • CHI",11,RB,80,
"ROCK STARS",RB,"Rachaad White RB • WAS",35,RB,81,
"ROCK STARS",WR,"Stefon Diggs WR • NE",11,WR,40,
"ROCK STARS",WR,"Rashee Rice WR • KC",14,WR,27,
"ROCK STARS",DST,"Jets DST • NYJ",3,DST,76,
"ROCK STARS",K,"Younghoe Koo K • NYJ",2,K,107,
"ROCK STARS",WR,"Keenan Allen WR • LAC",2,WR,68,
"ROCK STARS",TE,"Brock Bowers TE • LV",1,TE,72,
"ROCK STARS",QB,"Justin Herbert QB • LAC",1,QB,184,
"ROCK STARS",WR,"Josh Palmer WR • BUF",1,WR,25,
"ROCK STARS",RB,"Chuba Hubbard RB • CAR",1,RB,115,
"ROCK STARS",TE,"Evan Engram TE • DEN",1,TE,20,
"GENERALS",QB,"Jalen Hurts QB • PHI",65,QB,225,
"GENERALS",RB,"Kyren Williams RB • LAR",65,RB,148,
"GENERALS",RB,"Jahmyr Gibbs RB • DET",57,RB,190,
"GENERALS",WR,"DeVonta Smith WR • PHI",32,WR,83,
"GENERALS",TE,"George Kittle TE • SF",26,TE,91,
"GENERALS",WR,"Jaylen Waddle WR • DEN",10,WR,41,
"GENERALS",RB,"David Montgomery RB • HOU",30,RB,110,
"GENERALS",DST,"Bengals DST • CIN",1,DST,87,
"GENERALS",WR,"Rome Odunze WR • CHI",2,WR,41,
"GENERALS",WR,"Jaxon Smith-Njigba WR • SEA",3,WR,77,
"GENERALS",K,"Ka'imi Fairbairn K • HOU",3,K,155,
"GENERALS",TE,"Dalton Schultz TE • HOU",1,TE,25,
"GENERALS",RB,"Tyler Allgeier RB • ARI",2,RB,39,
"GENERALS",RB,"Ezekiel Elliott RB •",1,RB,,
"GENERALS",WR,"Diontae Johnson WR • CLE",1,WR,29,
"GENERALS",WR,"DJ Chark WR • ATL",1,WR,6,
"LA LOSERS",RB,"Christian McCaffrey RB • SF",95,RB,11,
"LA LOSERS",RB,"Saquon Barkley RB • PHI",74,RB,192,
"LA LOSERS",WR,"Marvin Harrison Jr. WR • ARI",38,WR,79,
"LA LOSERS",QB,"Tua Tagovailoa QB • ATL",10,QB,131,
"LA LOSERS",WR,"Cooper Kupp WR • SEA",29,WR,65,
"LA LOSERS",WR,"Tank Dell WR • HOU",26,WR,40,
"LA LOSERS",RB,"Alvin Kamara RB • NO",10,RB,100,
"LA LOSERS",DST,"Ravens DST • BAL",1,DST,90,
"LA LOSERS",K,"Daniel Carlson K • LV",1,K,132,
"LA LOSERS",WR,"Jerry Jeudy WR • CLE",3,WR,75,
"LA LOSERS",TE,"Isaiah Likely TE • NYG",1,TE,53,
"LA LOSERS",QB,"Jared Goff QB • DET",1,QB,250,
"LA LOSERS",QB,"Kirk Cousins QB • LV",1,QB,134,
"LA LOSERS",WR,"Jakobi Meyers WR • JAC",2,WR,62,
"LA LOSERS",RB,"Trey Benson RB • ARI",1,RB,13,
"LA LOSERS",RB,"Jonathon Brooks RB • CAR",1,RB,0,
"EGYPTIAN MAGICIANS",WR,"A.J. Brown WR • NE",60,WR,87,
"EGYPTIAN MAGICIANS",RB,"Josh Jacobs RB • GB",55,RB,152,
"EGYPTIAN MAGICIANS",QB,"Dak Prescott QB • DAL",25,QB,87,
"EGYPTIAN MAGICIANS",TE,"Travis Kelce TE • KC",44,TE,45,
"EGYPTIAN MAGICIANS",WR,"Deebo Samuel WR • WAS",52,WR,48,
"EGYPTIAN MAGICIANS",RB,"Zack Moss RB • CIN",15,RB,29,
"EGYPTIAN MAGICIANS",WR,"Amari Cooper WR • LV",10,WR,40,
"EGYPTIAN MAGICIANS",WR,"Michael Pittman WR • PIT",19,WR,43,
"EGYPTIAN MAGICIANS",K,"Jason Myers K • SEA",1,K,124,
"EGYPTIAN MAGICIANS",DST,"Bears DST • CHI",1,DST,84,
"EGYPTIAN MAGICIANS",RB,"Nick Chubb RB • HOU",6,RB,33,
"EGYPTIAN MAGICIANS",RB,"Blake Corum RB • LAR",1,RB,4,
"EGYPTIAN MAGICIANS",RB,"Chase Brown RB • CIN",1,RB,108,
"EGYPTIAN MAGICIANS",WR,"Marquise Brown WR • PHI",1,WR,2,
"EGYPTIAN MAGICIANS",WR,"Curtis Samuel WR • BUF",1,WR,12,
"EGYPTIAN MAGICIANS",WR,"Keon Coleman WR • BUF",3,WR,46,
"KENTUCKY FOOTBALL CLUB",WR,"CeeDee Lamb WR • DAL",80,WR,84,
"KENTUCKY FOOTBALL CLUB",QB,"Josh Allen QB • BUF",72,QB,277,
"KENTUCKY FOOTBALL CLUB",RB,"De'Von Achane RB • MIA",54,RB,119,
"KENTUCKY FOOTBALL CLUB",TE,"Sam LaPorta TE • DET",41,TE,67,
"KENTUCKY FOOTBALL CLUB",QB,"Trevor Lawrence QB • JAC",5,QB,101,
"KENTUCKY FOOTBALL CLUB",RB,"Austin Ekeler RB • WAS",8,RB,41,
"KENTUCKY FOOTBALL CLUB",RB,"Najee Harris RB • LAC",13,RB,78,
"KENTUCKY FOOTBALL CLUB",WR,"Tee Higgins WR • CIN",18,WR,95,
"KENTUCKY FOOTBALL CLUB",WR,"DeAndre Hopkins WR • BAL",1,WR,49,
"KENTUCKY FOOTBALL CLUB",DST,"Chiefs DST • KC",1,DST,72,
"KENTUCKY FOOTBALL CLUB",K,"Jake Moody K • WAS",1,K,108,
"KENTUCKY FOOTBALL CLUB",WR,"Rashid Shaheed WR • SEA",2,WR,41,
"KENTUCKY FOOTBALL CLUB",RB,"Tyjae Spears RB • TEN",1,RB,43,
"KENTUCKY FOOTBALL CLUB",RB,"Ray Davis RB • BUF",1,RB,52,
"KENTUCKY FOOTBALL CLUB",RB,"Rico Dowdle RB • PIT",1,RB,76,
"KENTUCKY FOOTBALL CLUB",WR,"Gabe Davis WR • BUF",1,WR,17,
"RELEGATORS",RB,"Bijan Robinson RB • ATL",75,RB,157,
"RELEGATORS",RB,"Kenneth Walker III RB • KC",39,RB,75,
"RELEGATORS",RB,"Jonathan Taylor RB • IND",82,RB,137,
"RELEGATORS",K,"Harrison Butker K • KC",2,K,94,
"RELEGATORS",DST,"49ers DST • SF",2,DST,70,
"RELEGATORS",QB,"Jordan Love QB • GB",33,QB,174,
"RELEGATORS",QB,"Caleb Williams QB • CHI",3,QB,157,
"RELEGATORS",WR,"Christian Watson WR • GB",28,WR,38,
"RELEGATORS",WR,"Zay Flowers WR • BAL",18,WR,66,
"RELEGATORS",WR,"Jameson Williams WR • DET",3,WR,96,
"RELEGATORS",TE,"David Njoku TE • LAC",10,TE,50,
"RELEGATORS",RB,"Jordan Mason RB • MIN",1,RB,48,
"RELEGATORS",TE,"Pat Freiermuth TE • PIT",1,TE,59,
"RELEGATORS",WR,"Jordan Addison WR • MIN",1,WR,94,
"RELEGATORS",WR,"Ladd McConkey WR • LAC",1,WR,88,
"RELEGATORS",WR,"Tyler Lockett WR • LV",1,WR,27,
