round,matchup_id,top_team,top_score,bottom_team,bottom_score
1,playoffBracket_1_1,"Polish Power",67,"LA Losers",84
1,playoffBracket_1_2,"Rock Stars",64,"Masters of Disaster",66
1,playoffBracket_1_3,"Egyptian Magicians",47,"Leeds United",59
1,playoffBracket_1_4,"Homers Heroes",74,"Donora Dragons",54
1,playoffBracket_1_5,"Generals",62,"Munich Cowboys",56
