round,matchup_id,top_team,top_score,bottom_team,bottom_score
1,playoffBracket_1_1,"Rock Stars",49,"Egyptian Magicians",52
1,playoffBracket_1_2,"Masters of Disaster",94,"Donora Dragons",65
1,playoffBracket_1_3,"Leeds United",33,"LA Losers",51
1,playoffBracket_1_4,"Homers Heroes",66,"Polish Power",56
1,playoffBracket_1_5,"Generals",73,"Munich Cowboys",40
