week,away_team,home_team,away_result,home_result
1,"Donora Dragons","Kentucky Football Club",62.0,47.0
1,"Leeds United","Generals",72.0,54.0
1,"Masters of Disaster","Rock Stars",70.0,52.0
1,"Munich Cowboys","I hate you guys (feat. Homer)",46.0,65.0
1,"LA Losers","Egyptian Magicians",38.0,76.0
2,"I hate you guys (feat. Homer)","LA Losers",84.0,51.0
2,"Egyptian Magicians","Generals",57.0,88.0
2,"Donora Dragons","Munich Cowboys",43.0,54.0
2,"Masters of Disaster","Leeds United",63.0,27.0
2,"Rock Stars","Kentucky Football Club",49.0,70.0
3,"Rock Stars","I hate you guys (feat. Homer)",32.0,76.0
3,"Kentucky Football Club","Leeds United",43.0,62.0
3,"Generals","Munich Cowboys",48.0,90.0
3,"Egyptian Magicians","Masters of Disaster",52.0,52.0
3,"LA Losers","Donora Dragons",81.0,70.0
4,"Kentucky Football Club","LA Losers",61.0,52.0
4,"Munich Cowboys","Leeds United",37.0,83.0
4,"I hate you guys (feat. Homer)","Donora Dragons",55.0,78.0
4,"Generals","Masters of Disaster",59.0,53.0
4,"Rock Stars","Egyptian Magicians",51.0,41.0
5,"Rock Stars","Donora Dragons",83.0,59.0
5,"Leeds United","Egyptian Magicians",78.0,70.0
5,"I hate you guys (feat. Homer)","Kentucky Football Club",67.0,47.0
5,"Munich Cowboys","Masters of Disaster",59.0,61.0
5,"LA Losers","Generals",58.0,60.0
6,"I hate you guys (feat. Homer)","Munich Cowboys",47.0,71.0
6,"Donora Dragons","LA Losers",77.0,64.0
6,"Leeds United","Generals",38.0,33.0
6,"Egyptian Magicians","Masters of Disaster",54.0,57.0
6,"Kentucky Football Club","Rock Stars",45.0,81.0
7,"Munich Cowboys","LA Losers",55.0,45.0
7,"Kentucky Football Club","Egyptian Magicians",77.0,46.0
7,"Donora Dragons","Generals",37.0,70.0
7,"Leeds United","I hate you guys (feat. Homer)",80.0,65.0
7,"Masters of Disaster","Rock Stars",46.0,46.0
8,"Munich Cowboys","Egyptian Magicians",68.0,57.0
8,"Kentucky Football Club","Generals",61.0,58.0
8,"LA Losers","Rock Stars",72.0,32.0
8,"Leeds United","I hate you guys (feat. Homer)",57.0,38.0
8,"Masters of Disaster","Donora Dragons",68.0,52.0
9,"Munich Cowboys","LA Losers",83.0,36.0
9,"Donora Dragons","Generals",49.0,51.0
9,"Egyptian Magicians","Rock Stars",65.0,42.0
9,"Kentucky Football Club","Leeds United",61.0,66.0
9,"Masters of Disaster","I hate you guys (feat. Homer)",71.0,62.0
10,"Rock Stars","Munich Cowboys",65.0,44.0
10,"Generals","I hate you guys (feat. Homer)",77.0,87.0
10,"Egyptian Magicians","Kentucky Football Club",69.0,81.0
10,"Donora Dragons","Leeds United",60.0,67.0
10,"Masters of Disaster","LA Losers",49.0,47.0
11,"Masters of Disaster","Kentucky Football Club",44.0,67.0
11,"Munich Cowboys","Leeds United",71.0,69.0
11,"I hate you guys (feat. Homer)","Generals",40.0,35.0
11,"LA Losers","Egyptian Magicians",58.0,65.0
11,"Rock Stars","Donora Dragons",52.0,62.0
12,"Donora Dragons","Masters of Disaster",72.0,83.0
12,"Generals","Rock Stars",61.0,43.0
12,"Kentucky Football Club","Munich Cowboys",73.0,50.0
12,"Egyptian Magicians","I hate you guys (feat. Homer)",47.0,77.0
12,"Leeds United","LA Losers",38.0,71.0
13,"Munich Cowboys","Rock Stars",39.0,61.0
13,"Generals","Egyptian Magicians",65.0,48.0
13,"Donora Dragons","I hate you guys (feat. Homer)",65.0,50.0
13,"Leeds United","Masters of Disaster",88.0,57.0
13,"LA Losers","Kentucky Football Club",67.0,59.0
14,"Munich Cowboys","Egyptian Magicians",56.0,27.0
14,"I hate you guys (feat. Homer)","Kentucky Football Club",53.0,51.0
14,"Generals","Masters of Disaster",47.0,61.0
14,"Leeds United","Donora Dragons",52.0,46.0
14,"Rock Stars","LA Losers",63.0,35.0
15,"Generals","Munich Cowboys",46.0,31.0
15,"I hate you guys (feat. Homer)","Rock Stars",62.0,91.0
15,"LA Losers","Masters of Disaster",42.0,84.0
15,"Egyptian Magicians","Leeds United",50.0,53.0
15,"Kentucky Football Club","Donora Dragons",39.0,51.0
16,"Masters of Disaster","Munich Cowboys",46.0,56.0
16,"Rock Stars","Leeds United",61.0,48.0
16,"Generals","Kentucky Football Club",64.0,80.0
16,"Egyptian Magicians","Donora Dragons",78.0,78.0
16,"I hate you guys (feat. Homer)","LA Losers",73.0,49.0
17,"I hate you guys (feat. Homer)","Leeds United",54.0,46.0
17,"Rock Stars","Masters of Disaster",40.0,68.0
17,"Kentucky Football Club","Munich Cowboys",68.0,62.0
17,"Donora Dragons","Generals",39.0,49.0
17,"LA Losers","Egyptian Magicians",30.0,57.0
