round,matchup_id,top_team,top_score,bottom_team,bottom_score
1,playoffBracket_1_1,"Leeds United",71,"Rock Stars",68
1,playoffBracket_1_2,"Egyptian Magicians",50,"LA Losers",78
1,playoffBracket_1_3,"Generals",39,"Donora Dragons",66
1,playoffBracket_1_4,"Homers Heroes",18,"Polish Power",32
1,playoffBracket_1_5,"Munich Cowboys",39,"Masters of Disaster",37
