round,matchup_id,top_team,top_score,bottom_team,bottom_score
1,playoffBracket_1_1,"Donora Dragons",38,"Leeds United",88
1,playoffBracket_1_2,"Generals",68,"Homers Heroes",51
1,playoffBracket_1_3,"LA Losers",50,"Kentucky Football Club",42
1,playoffBracket_1_4,"Masters of Disaster",60,"Egyptian Magicians",68
1,playoffBracket_1_5,"Munich Cowboys",61,"Rock Stars",44
