round,matchup_id,top_team,top_score,bottom_team,bottom_score
1,playoffBracket_1_1,"Polish Power",76,"Leeds United",111
1,playoffBracket_1_2,"Homers Heroes",30,"Generals",63
1,playoffBracket_1_3,"Donora Dragons",65,"Rock Stars",28
1,playoffBracket_1_4,"Munich Cowboys",50,"LA Losers",66
1,playoffBracket_1_5,"Masters of Disaster",50,"Egyptian Magicians",36
