Player,POS,Total FPTS,Avg FPTS
"Josh Imatorbhebhe WR • JAC",WR,0,
"Ronnie Bell WR • NO",WR,0,
"Deontez Alexander WR • SEA",WR,0,
"Jon'Vea Johnson WR • CHI",WR,0,
"Makai Polk WR • ATL",WR,0,
"Caullin Lacy WR • NYJ",WR,0,
"Junior Bergen WR • SF",WR,0,
"Mante Morrow WR • LAC",WR,0,
"Daniel Arias WR • ARI",WR,0,
"Kenzel Doe WR • PIT",WR,0,
"Tyler Harrell WR • NYJ",WR,0,
"Tyshaun James WR • ATL",WR,0,
"Coleman Owen WR • IND",WR,0,
"Eli Pancol WR • IND",WR,0,
"DeVonte Dedmon WR • MIA",WR,0,
"DeVontres Dukes WR • DEN",WR,0,
"Brenden Rice WR • GB",WR,0,
"Harvey Binford WR • IND",WR,0,
"Jalen Tolbert WR • MIA",WR,0,0.00
"Malik Knowles WR • SF",WR,0,
"Anthony Ratliff-Williams WR • SEA",WR,0,
"Eli Stove WR • LAC",WR,0,
"Ted Hurst WR • TB",WR,0,
"Jaivon Heiligh WR • CIN",WR,0,
"Jacob Copeland WR • PIT",WR,0,
"Chris Tyree WR • NO",WR,0,
"Tyler Kahmann WR • IND",WR,0,
"Montorie Foster Jr. WR • SEA",WR,0,
"Tyren Montgomery WR • TEN",WR,0,
"Zakhari Franklin WR • LV",WR,0,
"De'Quan Hampton WR • SEA",WR,0,
"Maurice Alexander WR • CHI",WR,0,0.00
"Xavier Johnson WR • CIN",WR,0,
"Alex Wesley WR • CHI",WR,0,
"Zay Flowers WR • BAL",WR,0,
"Andrew Armstrong WR • KC",WR,0,
"Kade Warner WR • TB",WR,0,
"Jerand Bradley WR • LAC",WR,0,
"Jordan Hudson WR • DAL",WR,0,
"Terique Owens WR • SF",WR,0,
"Lujuan Winningham WR • JAC",WR,0,
"Brycen Tremayne WR • CAR",WR,0,
"Cam Johnson WR • CAR",WR,0,
"A.J. Richardson WR • ARI",WR,0,
"Carnell Tate WR • TEN",WR,0,
"Corey Crooms Jr. WR • DAL",WR,0,
"Darece Roberson Jr. WR • SEA",WR,0,
"Jalin Hyatt WR • NYG",WR,0,
"Jake Herslow WR • SEA",WR,0,
"Devonte Ross WR • LAC",WR,0,
"Juwan Green WR • KC",WR,0,
"Talolo Limu-Jones WR • CAR",WR,0,
"Dylan Cantrell WR • WAS",WR,0,
"Lil'Jordan Humphrey WR • DEN",WR,0,0.00
"Trevon Bradford WR • LAC",WR,0,
"Luke Grimm WR • LAC",WR,0,
"Kameron Johnson WR • TB",WR,0,
"Dallas Daniels WR • DEN",WR,0,
"Golden Tate WR • TEN",WR,0,
"Justin Lockhart WR • KC",WR,0,
"Andre Baccellia WR • ARI",WR,0,0.00
"Ja'Corey Brooks WR • WAS",WR,0,
"Antwane Wells Jr. WR • ATL",WR,0,
"Jaray Jenkins WR • PIT",WR,0,
"Jalen Brooks WR • ARI",WR,0,
"Shedrick Jackson WR • LV",WR,0,
"Devin Carter WR • CAR",WR,0,
"Vinny Anthony II WR • ATL",WR,0,
"Jerreth Sterns WR • LAR",WR,0,
"Jadon Haselwood WR • PHI",WR,0,
"Willie Johnson WR • JAC",WR,0,
"Papi White WR • TEN",WR,0,
"Colton Dowell WR • SF",WR,0,
"Chase Roberts WR • LV",WR,0,
"Bryan Thompson WR • BUF",WR,0,
"Matt Landers WR • TEN",WR,0,
"Amba Etta-Tawo WR • HOU",WR,0,
"Kole Wilson WR • CLE",WR,0,
"Jenson Stoshak WR • CAR",WR,0,
"Sam Pinckney WR • CAR",WR,0,
"Casey Washington WR • ATL",WR,0,
"Changa Hodge WR • ARI",WR,0,
"Dimitri Stanley WR • GB",WR,0,
"Travis Jonsen WR • TB",WR,0,
"Kendric Pryor WR • CIN",WR,0,
"Xavier Restrepo WR • TEN",WR,0,
"Travis Toivonen WR • MIN",WR,0,
"Isaac TeSlaa WR • DET",WR,0,
"Blake Proehl WR • MIN",WR,0,
"Kobe Hudson WR • CAR",WR,0,
"Ryan Miller WR • NYG",WR,0,
"Kayshon Boutte WR • NE",WR,0,
"Dai'Jean Dixon WR • NO",WR,0,
"Kelly Akharaiyi WR • ARI",WR,0,
"Darius Lassiter WR • JAC",WR,0,
"Harrison Wallace III WR • ARI",WR,0,
"Khalil Tate WR • PHI",WR,0,
"Bryce Oliver WR • TEN",WR,0,
"Kevin Shaa WR • CHI",WR,0,
"Ke'Shawn Williams WR • CIN",WR,0,
"Charles Holland WR • CIN",WR,0,
"Dareke Young WR • LV",WR,0,0.00
"Phil Lutz WR • NE",WR,0,
"Shaquan Davis WR • PIT",WR,0,
"Emmanuel Butler WR • NO",WR,0,
"Ahmarean Brown WR • BUF",WR,0,
"Anthony Johnson WR • PIT",WR,0,
"Winston Wright Jr. WR • CLE",WR,0,
"Justin Marshall WR • SEA",WR,0,
"Shae Wyatt WR • SF",WR,0,
"Jazz Ferguson WR • SEA",WR,0,
"Justyn Ross WR • KC",WR,0,
"Pat Bryant WR • DEN",WR,0,
"Ketron Jackson Jr. WR • LV",WR,0,
"Xavier Hutchinson WR • HOU",WR,0,
"Chris Brazzell II WR • CAR",WR,0,
"Kendrick Law WR • DET",WR,0,
"Jordan Whittington WR • LAR",WR,0,
"Whop Philyor WR • MIN",WR,0,
"Jacoby Jones WR • WAS",WR,0,
"Cephus Johnson III WR • TB",WR,0,
"Kyrese Rowan WR • DEN",WR,0,
"Jahmal Banks WR • BAL",WR,0,
"Jeremy Gallon WR • LV",WR,0,
"Collin Johnson WR • LV",WR,0,
"Jadon Janke WR • GB",WR,0,
"Tre Tucker WR • LV",WR,0,
"Mike Harley WR • MIA",WR,0,
"Dohnte Meyers WR • CIN",WR,0,
"KaVontae Turpin WR • DAL",WR,0,0.00
"Devin Gray WR • KC",WR,0,
"Reggie Virgil WR • ARI",WR,0,
"J. Michael Sturdivant WR • GB",WR,0,
"Camren McDonald TE • LAR",TE,0,
"Oscar Delp TE • NO",TE,0,
"Moritz Boehringer TE • CIN",TE,0,
"Jack Westover TE • NE",TE,0,
"Shaun Beyer TE • GB",TE,0,
"Josh Kattus TE • CIN",TE,0,
"Tanner McLachlan TE • SF",TE,0,
"Jared Scott TE • IND",TE,0,
"Tyler Warren TE • IND",TE,0,
"Anthony Torres TE • LAR",TE,0,
"Michael Mayer TE • LV",TE,0,
"Andrew Vollert TE • IND",TE,0,
"Eli Wolf TE • WAS",TE,0,
"Erik Krommenhoek TE • LAC",TE,0,
"Leonard Taylor TE • JAC",TE,0,
"CJ Dippre TE • NE",TE,0,
"Zaire Mitchell-Paden TE • NO",TE,0,
"Izaiah Gathings TE • KC",TE,0,
"Ben Sims TE • MIA",TE,0,
"Carson Towt TE • IND",TE,0,
"Eli Stowers TE • PHI",TE,0,
"Mason Fairchild TE • NO",TE,0,
"Brock Bowers TE • LV",TE,0,
"Luke Deal TE • DET",TE,0,
"Oscar Cardenas TE • ARI",TE,0,
"Scotty Washington TE • BAL",TE,0,0.00
"Mason Taylor TE • NYJ",TE,0,
"JJ Galbreath TE • PIT",TE,0,
"Theo Johnson TE • NYG",TE,0,
"Marlin Klein TE • HOU",TE,0,
"Max Klare TE • LAR",TE,0,
"Josh Babicz TE • GB",TE,0,
"Michael Jacobson TE • NO",TE,0,
"Gee Scott Jr. TE • NYJ",TE,0,
"Matt Sokol TE • PIT",TE,0,0.00
"Curtis Hodges TE • CAR",TE,0,
"Tyree Jackson TE • WAS",TE,0,0.00
"Luke Farrell TE • SF",TE,0,0.00
"Nick Eubanks TE • IND",TE,0,
"Grayson Gunter TE • JAC",TE,0,
"Noah Gindorff TE • PIT",TE,0,
"Austin Fort TE • TEN",TE,0,
"Rysen John TE • CHI",TE,0,
"Dan Villari TE • LAR",TE,0,
"Sam Roush TE • CHI",TE,0,
"Dax Raymond TE • PIT",TE,0,
"Treyton Welch TE • NO",TE,0,
"Louis Hansen TE • HOU",TE,0,
"Dalton Keene TE • HOU",TE,0,
"Alec Holler TE • DAL",TE,0,
"Mason Pline TE • KC",TE,0,
"Nate Adkins TE • DEN",TE,0,
"Travis Vokolek TE • ARI",TE,0,
"Nolan Givan TE • DET",TE,0,
"Justin Tukes TE • PHI",TE,0,
"Jake Briningstool TE • KC",TE,0,
"Will Mallory TE • IND",TE,0,
"Geor'quarius Spivey TE • KC",TE,0,
"Keith Towbridge TE • WAS",TE,0,
"Zach Davidson TE • NYG",TE,0,
"Cody Hardy TE • NO",TE,0,
"Tanner Koziol TE • JAC",TE,0,
"Jacob Harris TE • TB",TE,0,0.00
"Sean McKeon TE • IND",TE,0,0.00
"Tucker Fisk TE • LAC",TE,0,
"Heinrich Haarberg TE • CAR",TE,0,
"Nate Boerkircher TE • JAC",TE,0,
"Luke Benson TE • LAC",TE,0,
"Chris Pierce Jr. TE • CAR",TE,0,
"Terrance Ferguson TE • LAR",TE,0,
"Drew Sample TE • CIN",TE,0,0.00
"Luke Schoonmaker TE • DAL",TE,0,
"Mark Vital TE • KC",TE,0,
"Griffin Hebert TE • PHI",TE,0,
"La'Michael Pettway TE • NE",TE,0,
"Charlie Woerner TE • ATL",TE,0,0.00
"Luke Lachey TE • GB",TE,0,
"Tanner Arkin TE • NE",TE,0,
"Brian Walker TE • BAL",TE,0,
"Joel Wilson TE • TEN",TE,0,
"Gavin Bartholomew TE • MIN",TE,0,
"Cam Sutton TE • SEA",TE,0,
"Cary Angeline TE • PHI",TE,0,
"Cole Fotheringham TE • NE",TE,0,
"Rivaldo Fairweather TE • ARI",TE,0,
"Johnny Pascuzzi TE • LAC",TE,0,
"Jermaine Terry II TE • NYG",TE,0,
"Pat Conroy TE • LV",TE,0,
"Dylan Leonard TE • DEN",TE,0,
"Christian Trahan TE • CIN",TE,0,
"Bruno Labelle TE • ARI",TE,0,
"Lake McRee TE • PIT",TE,0,
"Colston Loveland TE • CHI",TE,0,
"Caleb Lohner TE • DEN",TE,0,
"Chase Curtis TE • NYJ",TE,0,
"Jaren Kanak TE • TEN",TE,0,
"E.J. Jenkins TE • PHI",TE,0,
"Kehinde Oginni TE • ATL",TE,0,
"Blake Whiteheart TE • CLE",TE,0,
"Kole Taylor TE • CIN",TE,0,
"Colson Yankoff TE • WAS",TE,0,
"Lucas Krull TE • DEN",TE,0,0.00
"Patrick Murtagh TE • DEN",TE,0,
"Hayden Rucci TE • SF",TE,0,
"Darnell Washington TE • PIT",TE,0,
"Josh Whyle TE • GB",TE,0,
"Brayden Willis TE • SF",TE,0,
"Feleipe Franks TE • CAR",TE,0,0.00
"Michael Ezeike TE • SEA",TE,0,
"Thomas Fidone II TE • NYG",TE,0,
"Tanner Taula TE • TB",TE,0,
"Ben Yurosek TE • MIN",TE,0,
"Johnny Lumpkin TE • GB",TE,0,
"JJ Howland TE • TB",TE,0,
"Khalil Dinkins TE • SF",TE,0,
"Davis Allen TE • LAR",TE,0,
"Zack Kuntz TE • MIA",TE,0,
"Chris Manhertz TE • NYG",TE,0,0.00
"Cam Grandy TE • CIN",TE,0,
"Cade Brewer TE • SEA",TE,0,
"Joe Royer TE • CLE",TE,0,
"Layne Pryor TE • HOU",TE,0,
"John Raine TE • ATL",TE,0,
"Dalton Kincaid TE • BUF",TE,0,
"Jake Phillips TE • PIT",TE,0,
"Temuchin Hodges TE • PIT",TE,0,
"Sam Pitz TE • BAL",TE,0,
"Jameson Geers TE • ARI",TE,0,
"DJ Thomas-Jones TE • PIT",TE,0,
"Trey Knox TE • MIN",TE,0,
"Dae'Quan Wright TE • PHI",TE,0,
"Tanner Conner TE • NYG",TE,0,0.00
"Cheyenne O'Grady TE • CIN",TE,0,
"Charlie Taumoepeau TE • DET",TE,0,
"Christian Sims TE • LAR",TE,0,
"Artayvious Lynn TE • DAL",TE,0,
"Brevyn Spann-Ford TE • DAL",TE,0,
"Nick Guggemos TE • BUF",TE,0,
"Brenden Bates TE • CLE",TE,0,
"Jordan Murray TE • CHI",TE,0,
"Damien Caffrey TE • CHI",TE,0,
"Dallen Bentley TE • DEN",TE,0,
"Mark Redman TE • LAR",TE,0,
"Carsen Ryan TE • CLE",TE,0,
"Thomas Greaney TE • CLE",TE,0,
"Harold Fannin Jr. TE • CLE",TE,0,
"Dylan Parham TE • DEN",TE,0,
"Anthony Norris TE • DEN",TE,0,
"Tucker Kraft TE • GB",TE,0,
"RJ Maryland TE • GB",TE,0,
"Darion Clark TE • CHI",TE,0,
"Baylor Cupp TE • BAL",TE,0,
"Cole Herdman TE • TEN",TE,0,
"Elijah Higgins TE • ARI",TE,0,
"Kevin Foelsch TE • PIT",TE,0,
"Jack Endries TE • CIN",TE,0,
"C.J. Conrad TE • NYG",TE,0,
"Kenny Fletcher Jr. TE • TB",TE,0,
"Lance Mason TE • SEA",TE,0,
"Elijah Arroyo TE • SEA",TE,0,
"Isaac Rex TE • LAC",TE,0,
"Neal Johnson TE • NYJ",TE,0,
"Dom Wood-Anderson TE • SEA",TE,0,
"Princeton Fant TE • DAL",TE,0,
"Justin Joly TE • DEN",TE,0,
"Anthony Firkser TE • WAS",TE,0,0.00
"Oronde Gadsden II TE • LAC",TE,0,
"Kenny Yeboah TE • ARI",TE,0,0.00
"Hakeem Butler TE • DEN",TE,0,
"Ben Johnson TE • LAC",TE,0,
"Mitch Van Vooren TE • NE",TE,0,
"Charles Scarff TE • BAL",TE,0,
"Josh Cuevas TE • BAL",TE,0,
"Hayden Large TE • CHI",TE,0,
"Derrick Deese Jr. TE • DET",TE,0,
"Hunter Thedford TE • CLE",TE,0,
"Matt Seybert TE • LAC",TE,0,
"Drew Belcher TE • WAS",TE,0,
"Moliki Matavao TE • NO",TE,0,
"Connor Davis TE • CLE",TE,0,
"Joel Honigford TE • ARI",TE,0,
"Nick Vannett TE • LAR",TE,0,0.00
"Thomas Yassmin TE • LAC",TE,0,
"Zach Heins TE • LAC",TE,0,
"Jamal Pettigrew TE • LAR",TE,0,
"Jalin Conyers TE • MIA",TE,0,
"Alize Mack TE • TEN",TE,0,
"Austin Stogner TE • ATL",TE,0,
"Maximilian Mang TE • NYG",TE,0,
"Tre Watson TE • KC",TE,0,
"John Copenhaver TE • JAC",TE,0,
"Travis Koontz TE • LV",TE,0,
"Jake Roh TE • ATL",TE,0,
"Nikola Kalinic TE • CHI",TE,0,0.00
"Evan Svoboda TE • LAC",TE,0,
"Dominique Dafney TE • CAR",TE,0,
"Max Bredeson TE • MIN",TE,0,
"Jack Velling TE • ATL",TE,0,
"Jake Tonges TE • SF",TE,0,0.00
"Stone Smartt TE • PHI",TE,0,0.00
"Mitchell Evans TE • CAR",TE,0,
"Jeremy Ruckert TE • NYJ",TE,0,0.00
"Tim Brown TE • TB",TE,0,
"Lachlan Pitts TE • CHI",TE,0,
"Lincoln Sefcik TE • NYJ",TE,0,
"Seydou Traore TE • MIA",TE,0,
"Devon Garrison TE • SEA",TE,0,
"Isaiah Searight TE • NYG",TE,0,
"Cole Turner TE • MIA",TE,0,0.00
"Thomas Odukoya TE • NE",TE,0,
"Chamon Metayer TE • PIT",TE,0,
"Garrett Walston TE • SF",TE,0,
"Carter Runyon TE • LV",TE,0,
"Bauer Sharp TE • TB",TE,0,
"Billy Brown TE • IND",TE,0,
"Miles Kitselman TE • DET",TE,0,
"Brenton Strange TE • JAC",TE,0,
"Brad Craddock K • CLE",K,0,
"Blake Grupe K • IND",K,0,
"Maddux Trujillo K • BUF",K,0,
"Harrison Mevis K • LAR",K,0,
"Cam Little K • JAC",K,0,
"Clayton Hatfield K • IND",K,0,
"B.T. Potter K • TB",K,0,
"Justin Rohrwasser K • NE",K,0,
"Andrew Furney K • NYJ",K,0,
"Will Reichard K • MIN",K,0,
"JJ Molson K • GB",K,0,
"Tanner Brown K • NO",K,0,
"James McCourt K • LV",K,0,
"Kansei Matsuzawa K • LV",K,0,
"Quinn Nordin K • NE",K,0,
"Jake Moody K • WAS",K,0,
"Jonathan Garibay K • DAL",K,0,
"Jaden Oberkrom K • CLE",K,0,
"Lenny Krieg K • NYJ",K,0,
"Andrew Mevis K • JAC",K,0,
"Austin MacGinnis K • LAR",K,0,
"Laith Marjan K • PIT",K,0,
"Andre Szmyt K • CLE",K,0,
"Jude McAtamney K • NYG",K,0,
"Mason Shipley K • NO",K,0,
"Joshua Karty K • ARI",K,0,
"John Hoyland K • BAL",K,0,
"Lucas Havrisik K • GB",K,0,
"Dominic Zvada K • NYG",K,0,
"Matthew Trickett K • ATL",K,0,
"Parker White K • GB",K,0,
"Jose Borregales K • TB",K,0,
"Caden Davis K • BUF",K,0,
"Tyler Loop K • BAL",K,0,
"Chad Ryland K • ARI",K,0,
"Jonathan Kim K • CHI",K,0,
"Mark McNamee K • GB",K,0,
"Jared Roberts K • FA",K,0,
"Corey Acosta K • SF",K,0,
"Spencer Shrader K • IND",K,0,
"Alex Hale K • GB",K,0,
"Brandon Aubrey K • DAL",K,0,
"Gabe Brkic K • GB",K,0,
"Trey Smack K • GB",K,0,
"Jake Bates K • DET",K,0,
"Anthony Fera K • FA",K,0,
"Jake Verity K • TB",K,0,
"Anthony Cantele K • FA",K,0,
"Zane Gonzalez K • MIA",K,0,
"Ryan Coe K • TB",K,0,
"Jack Podlesny K • GB",K,0,
"John Baron K • CHI",K,0,
"Andres Borregales K • NE",K,0,
"Charlie Smyth K • NO",K,0,
"Anders Carlson K • NYJ",K,0,
"Gabriel Plascencia K • CHI",K,0,
"Trey Wolff K • TEN",K,0,
"Blake Haubeil K • CAR",K,0,
"Ryan Fitzgerald K • CAR",K,0,
"Drew Stevens K • WAS",K,0,
"Tucker McCann K • TEN",K,0,
"John Parker Romo K • ATL",K,0,
"James Turner K • GB",K,0,
"Dan Conroy K • FA",K,0,
"Ben Sauls K • NYG",K,0,
"Christopher Dunn K • LAR",K,0,
"Alex Quevedo K • NO",K,0,
