Team,POS,Player,Salary,ELIG,Total FPTS,Active FPTS
"MASTERS OF DISASTER",/,"Masters of Disaster",Packers DST • GB,4,,
"MASTERS OF DISASTER",/,"Masters of Disaster",Stephen Gostkowski K •,2,,
"MASTERS OF DISASTER",/,"Masters of Disaster",Jermichael Finley TE •,23,,
"MASTERS OF DISASTER",/,"Masters of Disaster",Anquan Boldin WR •,14,,
"MASTERS OF DISASTER",/,"Masters of Disaster",Marques Colston WR •,5,,
"MASTERS OF DISASTER",/,"Masters of Disaster",Frank Gore RB •,41,,
"MASTERS OF DISASTER",/,"Masters of Disaster",Matt Forte RB •,36,,
"MASTERS OF DISASTER",/,"Masters of Disaster",Aaron Rodgers QB • NYJ,83,,
"LEEDS UNITED",/,"Leeds United",Lance Moore WR •,2,,
"LEEDS UNITED",/,"Leeds United",Aaron Hernandez TE •,2,,
"LEEDS UNITED",/,"Leeds United",Tim Hightower RB •,6,,
"LEEDS UNITED",/,"Leeds United",Austin Collie WR •,2,,
"LEEDS UNITED",/,"Leeds United",A.J. Green WR •,2,,
"LEEDS UNITED",/,"Leeds United",Felix Jones RB •,51,,
"LEEDS UNITED",/,"Leeds United",Lee Evans •,1,,
"LEEDS UNITED",/,"Leeds United",Greg Little WR •,1,,
"LEEDS UNITED",/,"Leeds United",Falcons DST • ATL,1,,
"LEEDS UNITED",/,"Leeds United",John Kasay •,1,,
"LEEDS UNITED",/,"Leeds United",Marcedes Lewis TE • CHI,3,,
"LEEDS UNITED",/,"Leeds United",Calvin Johnson WR •,75,,
"LEEDS UNITED",/,"Leeds United",Santonio Holmes WR •,22,,
"LEEDS UNITED",/,"Leeds United",Arian Foster RB •,88,,
"LEEDS UNITED",/,"Leeds United",Shonn Greene RB •,19,,
"LEEDS UNITED",/,"Leeds United",Peyton Manning QB •,23,,
"HOMERS HEROES",/,"Homers Heroes",Ronnie Brown RB •,1,,
"HOMERS HEROES",/,"Homers Heroes",Peyton Hillis RB •,52,,
"HOMERS HEROES",/,"Homers Heroes",Jacoby Ford WR •,1,,
"HOMERS HEROES",/,"Homers Heroes",Heath Miller TE •,1,,
"HOMERS HEROES",/,"Homers Heroes",Andre Roberts WR •,1,,
"HOMERS HEROES",/,"Homers Heroes",Mike Sims-Walker WR •,1,,
"HOMERS HEROES",/,"Homers Heroes",Jay Cutler QB •,1,,
"HOMERS HEROES",/,"Homers Heroes",Roy Williams WR •,1,,
"HOMERS HEROES",/,"Homers Heroes",Bears DST • CHI,1,,
"HOMERS HEROES",/,"Homers Heroes",Matt Bryant K •,1,,
"HOMERS HEROES",/,"Homers Heroes",Antonio Gates TE •,40,,
"HOMERS HEROES",/,"Homers Heroes",Andre Johnson WR •,82,,
"HOMERS HEROES",/,"Homers Heroes",Santana Moss WR •,2,,
"HOMERS HEROES",/,"Homers Heroes",BenJarvus Green-Ellis RB •,21,,
"HOMERS HEROES",/,"Homers Heroes",LeSean McCoy RB •,76,,
"HOMERS HEROES",/,"Homers Heroes",Matthew Stafford QB • LAR,18,,
"ROCK STARS",/,"Rock Stars",Pierre Garcon WR •,4,,
"ROCK STARS",/,"Rock Stars",Willis McGahee RB •,1,,
"ROCK STARS",/,"Rock Stars",Ravens DST • BAL,2,,
"ROCK STARS",/,"Rock Stars",Ryan Grant •,7,,
"ROCK STARS",/,"Rock Stars",Jeremy Maclin WR •,9,,
"ROCK STARS",/,"Rock Stars",Drew Brees QB •,52,,
"ROCK STARS",/,"Rock Stars",Neil Rackers •,1,,
"ROCK STARS",/,"Rock Stars",Danny Woodhead RB •,5,,
"ROCK STARS",/,"Rock Stars",Saints DST • NO,1,,
"ROCK STARS",/,"Rock Stars",Alex Henery K •,1,,
"ROCK STARS",/,"Rock Stars",Kellen Winslow TE •,3,,
"ROCK STARS",/,"Rock Stars",Mario Manningham WR •,8,,
"ROCK STARS",/,"Rock Stars",Larry Fitzgerald WR •,78,,
"ROCK STARS",/,"Rock Stars",Knowshon Moreno RB •,17,,
"ROCK STARS",/,"Rock Stars",Chris Johnson RB •,94,,
"ROCK STARS",/,"Rock Stars",Matt Ryan QB •,17,,
"GENERALS",/,"Generals",Chargers DST • LAC,2,,
"GENERALS",/,"Generals",Fred Jackson RB •,3,,
"GENERALS",/,"Generals",Beanie Wells •,6,,
"GENERALS",/,"Generals",Nate Burleson WR •,3,,
"GENERALS",/,"Generals",Derrick Ward RB •,10,,
"GENERALS",/,"Generals",Michael Bush RB •,2,,
"GENERALS",/,"Generals",Thomas Jones RB •,2,,
"GENERALS",/,"Generals",Julio Jones WR •,3,,
"GENERALS",/,"Generals",Patriots DST • NE,4,,
"GENERALS",/,"Generals",Billy Cundiff K •,1,,
"GENERALS",/,"Generals",Jimmy Graham TE • NO,25,,
"GENERALS",/,"Generals",Danny Amendola WR •,1,,
"GENERALS",/,"Generals",Vincent Jackson WR •,63,,
"GENERALS",/,"Generals",Rashard Mendenhall RB •,78,,
"GENERALS",/,"Generals",Maurice Jones-Drew RB •,61,,
"GENERALS",/,"Generals",Tony Romo QB •,36,,
"LA LOSERS",/,"LA Losers",Mike Thomas WR •,1,,
"LA LOSERS",/,"LA Losers",Sidney Rice WR •,1,,
"LA LOSERS",/,"LA Losers",Darren Sproles RB •,1,,
"LA LOSERS",/,"LA Losers",Kevin Kolb QB •,1,,
"LA LOSERS",/,"LA Losers",Mark Sanchez QB •,1,,
"LA LOSERS",/,"LA Losers",Braylon Edwards WR •,1,,
"LA LOSERS",/,"LA Losers",Tashard Choice RB •,1,,
"LA LOSERS",/,"LA Losers",LaDainian Tomlinson RB •,1,,
"LA LOSERS",/,"LA Losers",Eagles DST • PHI,3,,
"LA LOSERS",/,"LA Losers",Sebastian Janikowski K •,1,,
"LA LOSERS",/,"LA Losers",Zach Miller TE •,1,,
"LA LOSERS",/,"LA Losers",Hines Ward WR •,2,,
"LA LOSERS",/,"LA Losers",Reggie Wayne WR •,54,,
"LA LOSERS",/,"LA Losers",Michael Turner •,55,,
"LA LOSERS",/,"LA Losers",Ray Rice RB •,94,,
"LA LOSERS",/,"LA Losers",Mike Vick QB •,82,,
"POLISH POWER",/,"Polish Power",Ahmad Bradshaw RB •,39,,
"POLISH POWER",/,"Polish Power",Colt McCoy QB •,2,,
"POLISH POWER",/,"Polish Power",Brandon Pettigrew TE •,1,,
"POLISH POWER",/,"Polish Power",Jordy Nelson WR •,1,,
"POLISH POWER",/,"Polish Power",Jason Snelling FB •,1,,
"POLISH POWER",/,"Polish Power",Deion Branch WR •,1,,
"POLISH POWER",/,"Polish Power",Ricky Williams RB •,1,,
"POLISH POWER",/,"Polish Power",Percy Harvin WR •,7,,
"POLISH POWER",/,"Polish Power",Lions DST • DET,1,,
"POLISH POWER",/,"Polish Power",Adam Vinatieri K •,1,,
"POLISH POWER",/,"Polish Power",Vernon Davis TE •,12,,
"POLISH POWER",/,"Polish Power",Greg Jennings WR •,70,,
"POLISH POWER",/,"Polish Power",Miles Austin WR •,37,,
"POLISH POWER",/,"Polish Power",Steven Jackson RB •,44,,
"POLISH POWER",/,"Polish Power",Darren McFadden RB •,43,,
"POLISH POWER",/,"Polish Power",Philip Rivers QB •,39,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Brandon Jacobs RB •,9,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Sam Bradford QB •,3,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Ben Tate RB •,5,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Dwayne Bowe WR •,35,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Tony Gonzalez TE •,2,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Pierre Thomas RB •,5,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Brandon Lloyd WR •,11,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Wes Welker WR •,7,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Jets DST • NYJ,20,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Mason Crosby K •,2,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Jason Witten TE •,8,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Mike Williams WR •,39,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Roddy White WR •,73,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",LeGarrette Blount RB •,37,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Jahvid Best RB •,32,,
"EGYPTIAN MAGICIANS",/,"Egyptian Magicians",Matt Schaub QB •,12,,
